year,quarter,state,district,registeredusers
2019,Q4,Rajasthan,Ajmer,426926
2019,Q4,Rajasthan,Bhilwara,394803
2019,Q4,Rajasthan,Nagaur,383582
2019,Q4,Rajasthan,Udaipur,378564
2019,Q4,Rajasthan,Jhunjhunu,344011
2024,Q3,Nagaland,Dimapur,151915
2024,Q3,Nagaland,Kohima,75287
2024,Q3,Nagaland,Chumoukedima,69452
2024,Q3,Nagaland,Mon,30747
2024,Q3,Nagaland,Mokokchung,30298
2024,Q3,Nagaland,Wokha,17356
2024,Q3,Nagaland,Tuensang,15288
2024,Q3,Nagaland,Phek,14031
2024,Q3,Nagaland,Zunheboto,11546
2024,Q3,Nagaland,Peren,10338
2024,Q4,Nagaland,Dimapur,156794
2024,Q4,Nagaland,Kohima,77834
2024,Q4,Nagaland,Chumoukedima,72338
2024,Q4,Nagaland,Mon,32068
2024,Q4,Nagaland,Mokokchung,31411
2024,Q4,Nagaland,Wokha,18036
2024,Q4,Nagaland,Tuensang,15950
2024,Q4,Nagaland,Phek,14609
2024,Q4,Nagaland,Zunheboto,12099
2024,Q4,Nagaland,Peren,10820
2024,Q1,Nagaland,Dimapur,179628
2024,Q1,Nagaland,Kohima,70998
2024,Q1,Nagaland,Mon,31941
2024,Q1,Nagaland,Mokokchung,29997
2024,Q1,Nagaland,Wokha,18309
2024,Q1,Nagaland,Tuensang,17533
2024,Q1,Nagaland,Phek,15014
2024,Q1,Nagaland,Zunheboto,11884
2024,Q1,Nagaland,Peren,8518
2024,Q1,Nagaland,Kiphire,7857
2024,Q2,Nagaland,Dimapur,186894
2024,Q2,Nagaland,Kohima,73786
2024,Q2,Nagaland,Mon,33389
2024,Q2,Nagaland,Mokokchung,31277
2024,Q2,Nagaland,Wokha,19109
2024,Q2,Nagaland,Tuensang,18244
2024,Q2,Nagaland,Phek,15586
2024,Q2,Nagaland,Zunheboto,12347
2024,Q2,Nagaland,Peren,8850
2024,Q2,Nagaland,Kiphire,8155
2023,Q4,Nagaland,Dimapur,172342
2023,Q4,Nagaland,Kohima,68041
2023,Q4,Nagaland,Mon,30439
2023,Q4,Nagaland,Mokokchung,28574
2023,Q4,Nagaland,Wokha,17479
2023,Q4,Nagaland,Tuensang,16666
2023,Q4,Nagaland,Phek,14221
2023,Q4,Nagaland,Zunheboto,11283
2023,Q4,Nagaland,Peren,8085
2023,Q4,Nagaland,Kiphire,7458
2023,Q2,Nagaland,Dimapur,159224
2023,Q2,Nagaland,Kohima,62890
2023,Q2,Nagaland,Mon,27813
2023,Q2,Nagaland,Mokokchung,26232
2023,Q2,Nagaland,Wokha,16076
2023,Q2,Nagaland,Tuensang,15272
2023,Q2,Nagaland,Phek,13007
2023,Q2,Nagaland,Zunheboto,10327
2023,Q2,Nagaland,Peren,7407
2023,Q2,Nagaland,Kiphire,6792
2023,Q1,Nagaland,Dimapur,152828
2023,Q1,Nagaland,Kohima,60269
2023,Q1,Nagaland,Mon,26501
2023,Q1,Nagaland,Mokokchung,25058
2023,Q1,Nagaland,Wokha,15357
2023,Q1,Nagaland,Tuensang,14523
2023,Q1,Nagaland,Phek,12359
2023,Q1,Nagaland,Zunheboto,9817
2023,Q1,Nagaland,Peren,7042
2023,Q1,Nagaland,Kiphire,6491
2023,Q3,Nagaland,Dimapur,165789
2023,Q3,Nagaland,Kohima,65492
2023,Q3,Nagaland,Mon,29096
2023,Q3,Nagaland,Mokokchung,27434
2023,Q3,Nagaland,Wokha,16792
2023,Q3,Nagaland,Tuensang,15941
2023,Q3,Nagaland,Phek,13632
2023,Q3,Nagaland,Zunheboto,10809
2023,Q3,Nagaland,Peren,7771
2023,Q3,Nagaland,Kiphire,7130
2022,Q4,Nagaland,Dimapur,145923
2022,Q4,Nagaland,Kohima,57592
2022,Q4,Nagaland,Mon,25340
2022,Q4,Nagaland,Mokokchung,24045
2022,Q4,Nagaland,Wokha,14702
2022,Q4,Nagaland,Tuensang,13900
2022,Q4,Nagaland,Phek,11847
2022,Q4,Nagaland,Zunheboto,9422
2022,Q4,Nagaland,Peren,6750
2022,Q4,Nagaland,Kiphire,6211
2022,Q1,Nagaland,Dimapur,124644
2022,Q1,Nagaland,Kohima,49523
2022,Q1,Nagaland,Mon,21773
2022,Q1,Nagaland,Mokokchung,21029
2022,Q1,Nagaland,Wokha,12743
2022,Q1,Nagaland,Tuensang,12057
2022,Q1,Nagaland,Phek,10413
2022,Q1,Nagaland,Zunheboto,8280
2022,Q1,Nagaland,Peren,5881
2022,Q1,Nagaland,Kiphire,5368
2022,Q3,Nagaland,Dimapur,139011
2022,Q3,Nagaland,Kohima,55046
2022,Q3,Nagaland,Mon,24237
2022,Q3,Nagaland,Mokokchung,23192
2022,Q3,Nagaland,Wokha,14092
2022,Q3,Nagaland,Tuensang,13393
2022,Q3,Nagaland,Phek,11494
2022,Q3,Nagaland,Zunheboto,9128
2022,Q3,Nagaland,Peren,6534
2022,Q3,Nagaland,Kiphire,5963
2022,Q2,Nagaland,Dimapur,131738
2022,Q2,Nagaland,Kohima,52343
2022,Q2,Nagaland,Mon,23037
2022,Q2,Nagaland,Mokokchung,22136
2022,Q2,Nagaland,Wokha,13417
2022,Q2,Nagaland,Tuensang,12747
2022,Q2,Nagaland,Phek,11005
2022,Q2,Nagaland,Zunheboto,8753
2022,Q2,Nagaland,Peren,6212
2022,Q2,Nagaland,Kiphire,5687
2021,Q3,Nagaland,Dimapur,109644
2021,Q3,Nagaland,Kohima,43467
2021,Q3,Nagaland,Mon,18911
2021,Q3,Nagaland,Mokokchung,18340
2021,Q3,Nagaland,Wokha,11126
2021,Q3,Nagaland,Tuensang,10433
2021,Q3,Nagaland,Phek,8933
2021,Q3,Nagaland,Zunheboto,7147
2021,Q3,Nagaland,Peren,5089
2021,Q3,Nagaland,Kiphire,4626
2021,Q2,Nagaland,Dimapur,101835
2021,Q2,Nagaland,Kohima,40277
2021,Q2,Nagaland,Mon,17389
2021,Q2,Nagaland,Mokokchung,16857
2021,Q2,Nagaland,Wokha,10232
2021,Q2,Nagaland,Tuensang,9565
2021,Q2,Nagaland,Phek,8134
2021,Q2,Nagaland,Zunheboto,6487
2021,Q2,Nagaland,Peren,4641
2021,Q2,Nagaland,Kiphire,4224
2021,Q1,Nagaland,Dimapur,94968
2021,Q1,Nagaland,Kohima,37488
2021,Q1,Nagaland,Mon,16154
2021,Q1,Nagaland,Mokokchung,15634
2021,Q1,Nagaland,Wokha,9531
2021,Q1,Nagaland,Tuensang,8866
2021,Q1,Nagaland,Phek,7536
2021,Q1,Nagaland,Zunheboto,6013
2021,Q1,Nagaland,Peren,4286
2021,Q1,Nagaland,Kiphire,3904
2021,Q4,Nagaland,Dimapur,117388
2021,Q4,Nagaland,Kohima,46621
2021,Q4,Nagaland,Mon,20409
2021,Q4,Nagaland,Mokokchung,19747
2021,Q4,Nagaland,Wokha,11994
2021,Q4,Nagaland,Tuensang,11300
2021,Q4,Nagaland,Phek,9753
2021,Q4,Nagaland,Zunheboto,7765
2021,Q4,Nagaland,Peren,5509
2021,Q4,Nagaland,Kiphire,5047
2020,Q1,Nagaland,Dimapur,53696
2020,Q1,Nagaland,Kohima,20644
2020,Q1,Nagaland,Mokokchung,7626
2020,Q1,Nagaland,Mon,5747
2020,Q1,Nagaland,Wokha,4118
2020,Q1,Nagaland,Phek,3637
2020,Q1,Nagaland,Tuensang,3634
2020,Q1,Nagaland,Zunheboto,2898
2020,Q1,Nagaland,Peren,1899
2020,Q1,Nagaland,Kiphire,1814
2020,Q3,Nagaland,Dimapur,79061
2020,Q3,Nagaland,Kohima,31483
2020,Q3,Nagaland,Mon,13591
2020,Q3,Nagaland,Mokokchung,13155
2020,Q3,Nagaland,Wokha,7980
2020,Q3,Nagaland,Tuensang,7220
2020,Q3,Nagaland,Phek,6151
2020,Q3,Nagaland,Zunheboto,4942
2020,Q3,Nagaland,Peren,3486
2020,Q3,Nagaland,Kiphire,3306
2020,Q2,Nagaland,Dimapur,63398
2020,Q2,Nagaland,Kohima,24236
2020,Q2,Nagaland,Mokokchung,9559
2020,Q2,Nagaland,Mon,7917
2020,Q2,Nagaland,Wokha,5296
2020,Q2,Nagaland,Tuensang,4779
2020,Q2,Nagaland,Phek,4535
2020,Q2,Nagaland,Zunheboto,3647
2020,Q2,Nagaland,Peren,2534
2020,Q2,Nagaland,Kiphire,2423
2020,Q4,Nagaland,Dimapur,87807
2020,Q4,Nagaland,Kohima,34872
2020,Q4,Nagaland,Mon,14932
2020,Q4,Nagaland,Mokokchung,14511
2020,Q4,Nagaland,Wokha,8821
2020,Q4,Nagaland,Tuensang,8177
2020,Q4,Nagaland,Phek,6888
2020,Q4,Nagaland,Zunheboto,5541
2020,Q4,Nagaland,Peren,3919
2020,Q4,Nagaland,Kiphire,3629
2019,Q2,Nagaland,Dimapur,34567
2019,Q2,Nagaland,Kohima,13108
2019,Q2,Nagaland,Mokokchung,4655
2019,Q2,Nagaland,Mon,3210
2019,Q2,Nagaland,Wokha,2411
2019,Q2,Nagaland,Tuensang,2152
2019,Q2,Nagaland,Phek,2143
2019,Q2,Nagaland,Zunheboto,1680
2019,Q2,Nagaland,Peren,1148
2019,Q2,Nagaland,Kiphire,1084
2019,Q3,Nagaland,Dimapur,41036
2019,Q3,Nagaland,Kohima,15677
2019,Q3,Nagaland,Mokokchung,5593
2019,Q3,Nagaland,Mon,3976
2019,Q3,Nagaland,Wokha,2961
2019,Q3,Nagaland,Phek,2642
2019,Q3,Nagaland,Tuensang,2599
2019,Q3,Nagaland,Zunheboto,2058
2019,Q3,Nagaland,Peren,1377
2019,Q3,Nagaland,Kiphire,1251
2019,Q4,Nagaland,Dimapur,47000
2019,Q4,Nagaland,Kohima,18232
2019,Q4,Nagaland,Mokokchung,6606
2019,Q4,Nagaland,Mon,4863
2019,Q4,Nagaland,Wokha,3540
2019,Q4,Nagaland,Phek,3109
2019,Q4,Nagaland,Tuensang,3081
2019,Q4,Nagaland,Zunheboto,2475
2019,Q4,Nagaland,Peren,1623
2019,Q4,Nagaland,Kiphire,1460
2019,Q1,Nagaland,Dimapur,28091
2019,Q1,Nagaland,Kohima,10747
2019,Q1,Nagaland,Mokokchung,3721
2019,Q1,Nagaland,Mon,2458
2019,Q1,Nagaland,Wokha,1830
2019,Q1,Nagaland,Phek,1727
2019,Q1,Nagaland,Tuensang,1678
2019,Q1,Nagaland,Zunheboto,1374
2019,Q1,Nagaland,Peren,884
2019,Q1,Nagaland,Kiphire,862
2018,Q4,Nagaland,Dimapur,22603
2018,Q4,Nagaland,Kohima,8583
2018,Q4,Nagaland,Mokokchung,2986
2018,Q4,Nagaland,Mon,1884
2018,Q4,Nagaland,Phek,1419
2018,Q4,Nagaland,Wokha,1391
2018,Q4,Nagaland,Tuensang,1261
2018,Q4,Nagaland,Zunheboto,1099
2018,Q4,Nagaland,Peren,710
2018,Q4,Nagaland,Kiphire,661
2018,Q2,Nagaland,Dimapur,12093
2018,Q2,Nagaland,Kohima,4395
2018,Q2,Nagaland,Mokokchung,1616
2018,Q2,Nagaland,Mon,892
2018,Q2,Nagaland,Phek,736
2018,Q2,Nagaland,Wokha,703
2018,Q2,Nagaland,Tuensang,594
2018,Q2,Nagaland,Zunheboto,593
2018,Q2,Nagaland,Peren,358
2018,Q2,Nagaland,Kiphire,258
2018,Q1,Nagaland,Dimapur,8249
2018,Q1,Nagaland,Kohima,3036
2018,Q1,Nagaland,Mokokchung,1043
2018,Q1,Nagaland,Mon,525
2018,Q1,Nagaland,Phek,487
2018,Q1,Nagaland,Wokha,465
2018,Q1,Nagaland,Zunheboto,385
2018,Q1,Nagaland,Tuensang,377
2018,Q1,Nagaland,Peren,218
2018,Q1,Nagaland,Kiphire,168
2018,Q3,Nagaland,Dimapur,17039
2018,Q3,Nagaland,Kohima,6298
2018,Q3,Nagaland,Mokokchung,2313
2018,Q3,Nagaland,Mon,1287
2018,Q3,Nagaland,Phek,1083
2018,Q3,Nagaland,Wokha,1017
2018,Q3,Nagaland,Tuensang,934
2018,Q3,Nagaland,Zunheboto,821
2018,Q3,Nagaland,Peren,526
2018,Q3,Nagaland,Kiphire,465
2023,Q1,Mizoram,Aizawl,71979
2023,Q1,Mizoram,Lunglei,17393
2023,Q1,Mizoram,Lawngtlai,13917
2023,Q1,Mizoram,Kolasib,10051
2023,Q1,Mizoram,Champhai,8148
2023,Q1,Mizoram,Mamit,7399
2023,Q1,Mizoram,Serchhip,5783
2023,Q1,Mizoram,Saiha,4081
2023,Q3,Mizoram,Aizawl,78038
2023,Q3,Mizoram,Lunglei,19056
2023,Q3,Mizoram,Lawngtlai,15259
2023,Q3,Mizoram,Kolasib,11036
2023,Q3,Mizoram,Champhai,8968
2023,Q3,Mizoram,Mamit,8205
2023,Q3,Mizoram,Serchhip,6340
2023,Q3,Mizoram,Saiha,4476
2023,Q4,Mizoram,Aizawl,81008
2023,Q4,Mizoram,Lunglei,19893
2023,Q4,Mizoram,Lawngtlai,15925
2023,Q4,Mizoram,Kolasib,11527
2023,Q4,Mizoram,Champhai,9373
2023,Q4,Mizoram,Mamit,8589
2023,Q4,Mizoram,Serchhip,6635
2023,Q4,Mizoram,Saiha,4677
2023,Q2,Mizoram,Aizawl,74977
2023,Q2,Mizoram,Lunglei,18222
2023,Q2,Mizoram,Lawngtlai,14604
2023,Q2,Mizoram,Kolasib,10535
2023,Q2,Mizoram,Champhai,8546
2023,Q2,Mizoram,Mamit,7820
2023,Q2,Mizoram,Serchhip,6084
2023,Q2,Mizoram,Saiha,4273
2021,Q3,Mizoram,Aizawl,52313
2021,Q3,Mizoram,Lunglei,12614
2021,Q3,Mizoram,Lawngtlai,9954
2021,Q3,Mizoram,Kolasib,7229
2021,Q3,Mizoram,Champhai,5935
2021,Q3,Mizoram,Mamit,5392
2021,Q3,Mizoram,Serchhip,4255
2021,Q3,Mizoram,Saiha,2955
2021,Q2,Mizoram,Aizawl,48525
2021,Q2,Mizoram,Lunglei,11491
2021,Q2,Mizoram,Lawngtlai,9096
2021,Q2,Mizoram,Kolasib,6624
2021,Q2,Mizoram,Champhai,5366
2021,Q2,Mizoram,Mamit,4882
2021,Q2,Mizoram,Serchhip,3884
2021,Q2,Mizoram,Saiha,2684
2021,Q1,Mizoram,Aizawl,45103
2021,Q1,Mizoram,Lunglei,10638
2021,Q1,Mizoram,Lawngtlai,8386
2021,Q1,Mizoram,Kolasib,6120
2021,Q1,Mizoram,Champhai,4968
2021,Q1,Mizoram,Mamit,4467
2021,Q1,Mizoram,Serchhip,3582
2021,Q1,Mizoram,Saiha,2486
2021,Q4,Mizoram,Aizawl,56005
2021,Q4,Mizoram,Lunglei,13668
2021,Q4,Mizoram,Lawngtlai,10738
2021,Q4,Mizoram,Kolasib,7850
2021,Q4,Mizoram,Champhai,6447
2021,Q4,Mizoram,Mamit,5887
2021,Q4,Mizoram,Serchhip,4614
2021,Q4,Mizoram,Saiha,3196
2024,Q3,Mizoram,Aizawl,109335
2024,Q3,Mizoram,Lunglei,25124
2024,Q3,Mizoram,Lawngtlai,24345
2024,Q3,Mizoram,Kolasib,17391
2024,Q3,Mizoram,Mamit,14535
2024,Q3,Mizoram,Serchhip,8785
2024,Q3,Mizoram,Champhai,8177
2024,Q3,Mizoram,Siaha,7056
2024,Q3,Mizoram,Saitual,4674
2024,Q3,Mizoram,Hnahthial,2797
2024,Q2,Mizoram,Aizawl,87821
2024,Q2,Mizoram,Lunglei,21695
2024,Q2,Mizoram,Lawngtlai,17421
2024,Q2,Mizoram,Kolasib,12540
2024,Q2,Mizoram,Champhai,10246
2024,Q2,Mizoram,Mamit,9452
2024,Q2,Mizoram,Serchhip,7272
2024,Q2,Mizoram,Saiha,5093
2024,Q1,Mizoram,Aizawl,84499
2024,Q1,Mizoram,Lunglei,20891
2024,Q1,Mizoram,Lawngtlai,16779
2024,Q1,Mizoram,Kolasib,12085
2024,Q1,Mizoram,Champhai,9876
2024,Q1,Mizoram,Mamit,9085
2024,Q1,Mizoram,Serchhip,6995
2024,Q1,Mizoram,Saiha,4916
2024,Q4,Mizoram,Aizawl,113860
2024,Q4,Mizoram,Lunglei,26236
2024,Q4,Mizoram,Lawngtlai,25334
2024,Q4,Mizoram,Kolasib,18177
2024,Q4,Mizoram,Mamit,15222
2024,Q4,Mizoram,Serchhip,9183
2024,Q4,Mizoram,Champhai,8509
2024,Q4,Mizoram,Siaha,7374
2024,Q4,Mizoram,Saitual,4829
2024,Q4,Mizoram,Hnahthial,2932
2022,Q4,Mizoram,Aizawl,68925
2022,Q4,Mizoram,Lunglei,16676
2022,Q4,Mizoram,Lawngtlai,13303
2022,Q4,Mizoram,Kolasib,9602
2022,Q4,Mizoram,Champhai,7814
2022,Q4,Mizoram,Mamit,7086
2022,Q4,Mizoram,Serchhip,5551
2022,Q4,Mizoram,Saiha,3913
2022,Q1,Mizoram,Aizawl,59433
2022,Q1,Mizoram,Lunglei,14538
2022,Q1,Mizoram,Lawngtlai,11459
2022,Q1,Mizoram,Kolasib,8375
2022,Q1,Mizoram,Champhai,6875
2022,Q1,Mizoram,Mamit,6299
2022,Q1,Mizoram,Serchhip,4906
2022,Q1,Mizoram,Saiha,3410
2022,Q2,Mizoram,Aizawl,62605
2022,Q2,Mizoram,Lunglei,15302
2022,Q2,Mizoram,Lawngtlai,12114
2022,Q2,Mizoram,Kolasib,8872
2022,Q2,Mizoram,Champhai,7233
2022,Q2,Mizoram,Mamit,6641
2022,Q2,Mizoram,Serchhip,5170
2022,Q2,Mizoram,Saiha,3598
2022,Q3,Mizoram,Aizawl,65940
2022,Q3,Mizoram,Lunglei,16062
2022,Q3,Mizoram,Lawngtlai,12771
2022,Q3,Mizoram,Kolasib,9300
2022,Q3,Mizoram,Champhai,7576
2022,Q3,Mizoram,Mamit,6931
2022,Q3,Mizoram,Serchhip,5390
2022,Q3,Mizoram,Saiha,3765
2019,Q3,Mizoram,Aizawl,18992
2019,Q3,Mizoram,Lunglei,4197
2019,Q3,Mizoram,Lawngtlai,2647
2019,Q3,Mizoram,Kolasib,2497
2019,Q3,Mizoram,Champhai,1733
2019,Q3,Mizoram,Mamit,1655
2019,Q3,Mizoram,Serchhip,1512
2019,Q3,Mizoram,Saiha,901
2019,Q2,Mizoram,Aizawl,15934
2019,Q2,Mizoram,Lunglei,3575
2019,Q2,Mizoram,Lawngtlai,2133
2019,Q2,Mizoram,Kolasib,2120
2019,Q2,Mizoram,Champhai,1429
2019,Q2,Mizoram,Mamit,1428
2019,Q2,Mizoram,Serchhip,1295
2019,Q2,Mizoram,Saiha,782
2019,Q4,Mizoram,Aizawl,21865
2019,Q4,Mizoram,Lunglei,4926
2019,Q4,Mizoram,Lawngtlai,3255
2019,Q4,Mizoram,Kolasib,2929
2019,Q4,Mizoram,Champhai,2067
2019,Q4,Mizoram,Mamit,1996
2019,Q4,Mizoram,Serchhip,1735
2019,Q4,Mizoram,Saiha,1036
2019,Q1,Mizoram,Aizawl,13422
2019,Q1,Mizoram,Lunglei,2910
2019,Q1,Mizoram,Kolasib,1730
2019,Q1,Mizoram,Lawngtlai,1648
2019,Q1,Mizoram,Champhai,1179
2019,Q1,Mizoram,Mamit,1096
2019,Q1,Mizoram,Serchhip,1047
2019,Q1,Mizoram,Saiha,638
2020,Q1,Mizoram,Aizawl,25253
2020,Q1,Mizoram,Lunglei,5778
2020,Q1,Mizoram,Lawngtlai,3996
2020,Q1,Mizoram,Kolasib,3360
2020,Q1,Mizoram,Champhai,2448
2020,Q1,Mizoram,Mamit,2379
2020,Q1,Mizoram,Serchhip,1992
2020,Q1,Mizoram,Saiha,1293
2020,Q2,Mizoram,Aizawl,29637
2020,Q2,Mizoram,Lunglei,7006
2020,Q2,Mizoram,Lawngtlai,4977
2020,Q2,Mizoram,Kolasib,4022
2020,Q2,Mizoram,Champhai,3052
2020,Q2,Mizoram,Mamit,2911
2020,Q2,Mizoram,Serchhip,2379
2020,Q2,Mizoram,Saiha,1590
2020,Q3,Mizoram,Aizawl,36225
2020,Q3,Mizoram,Lunglei,8442
2020,Q3,Mizoram,Lawngtlai,6412
2020,Q3,Mizoram,Kolasib,4923
2020,Q3,Mizoram,Champhai,3883
2020,Q3,Mizoram,Mamit,3597
2020,Q3,Mizoram,Serchhip,2871
2020,Q3,Mizoram,Saiha,1962
2020,Q4,Mizoram,Aizawl,41500
2020,Q4,Mizoram,Lunglei,9794
2020,Q4,Mizoram,Lawngtlai,7618
2020,Q4,Mizoram,Kolasib,5599
2020,Q4,Mizoram,Champhai,4550
2020,Q4,Mizoram,Mamit,4083
2020,Q4,Mizoram,Serchhip,3313
2020,Q4,Mizoram,Saiha,2274
2018,Q1,Mizoram,Aizawl,4550
2018,Q1,Mizoram,Lunglei,879
2018,Q1,Mizoram,Kolasib,486
2018,Q1,Mizoram,Lawngtlai,474
2018,Q1,Mizoram,Champhai,358
2018,Q1,Mizoram,Mamit,316
2018,Q1,Mizoram,Serchhip,299
2018,Q1,Mizoram,Saiha,231
2018,Q4,Mizoram,Aizawl,11131
2018,Q4,Mizoram,Lunglei,2391
2018,Q4,Mizoram,Kolasib,1393
2018,Q4,Mizoram,Lawngtlai,1254
2018,Q4,Mizoram,Champhai,1001
2018,Q4,Mizoram,Serchhip,857
2018,Q4,Mizoram,Mamit,835
2018,Q4,Mizoram,Saiha,503
2018,Q2,Mizoram,Aizawl,6211
2018,Q2,Mizoram,Lunglei,1241
2018,Q2,Mizoram,Kolasib,692
2018,Q2,Mizoram,Lawngtlai,607
2018,Q2,Mizoram,Champhai,501
2018,Q2,Mizoram,Serchhip,440
2018,Q2,Mizoram,Mamit,435
2018,Q2,Mizoram,Saiha,295
2018,Q3,Mizoram,Aizawl,8460
2018,Q3,Mizoram,Lunglei,1751
2018,Q3,Mizoram,Kolasib,1012
2018,Q3,Mizoram,Lawngtlai,922
2018,Q3,Mizoram,Champhai,729
2018,Q3,Mizoram,Serchhip,633
2018,Q3,Mizoram,Mamit,599
2018,Q3,Mizoram,Saiha,396
2024,Q1,Meghalaya,East Khasi Hills,145281
2024,Q1,Meghalaya,West Garo Hills,79443
2024,Q1,Meghalaya,Ribhoi,36099
2024,Q1,Meghalaya,East Jaintia Hills,26338
2024,Q1,Meghalaya,West Jaintia Hills,17113
2024,Q1,Meghalaya,South West Garo Hills,12769
2024,Q1,Meghalaya,North Garo Hills,12685
2024,Q1,Meghalaya,East Garo Hills,12249
2024,Q1,Meghalaya,South Garo Hills,10792
2024,Q1,Meghalaya,West Khasi Hills,9685
2024,Q3,Meghalaya,East Khasi Hills,177957
2024,Q3,Meghalaya,West Garo Hills,129037
2024,Q3,Meghalaya,Ri Bhoi,62726
2024,Q3,Meghalaya,East Jaintia Hills,41061
2024,Q3,Meghalaya,South West Garo Hills,27906
2024,Q3,Meghalaya,North Garo Hills,25555
2024,Q3,Meghalaya,East Garo Hills,23080
2024,Q3,Meghalaya,West Jaintia Hills,22926
2024,Q3,Meghalaya,South Garo Hills,18167
2024,Q3,Meghalaya,West Khasi Hills,9967
2024,Q2,Meghalaya,East Khasi Hills,150809
2024,Q2,Meghalaya,West Garo Hills,82499
2024,Q2,Meghalaya,Ribhoi,37444
2024,Q2,Meghalaya,East Jaintia Hills,27419
2024,Q2,Meghalaya,West Jaintia Hills,17766
2024,Q2,Meghalaya,South West Garo Hills,13255
2024,Q2,Meghalaya,North Garo Hills,13156
2024,Q2,Meghalaya,East Garo Hills,12734
2024,Q2,Meghalaya,South Garo Hills,11161
2024,Q2,Meghalaya,West Khasi Hills,10013
2024,Q4,Meghalaya,East Khasi Hills,184163
2024,Q4,Meghalaya,West Garo Hills,134833
2024,Q4,Meghalaya,Ri Bhoi,65395
2024,Q4,Meghalaya,East Jaintia Hills,42383
2024,Q4,Meghalaya,South West Garo Hills,29222
2024,Q4,Meghalaya,North Garo Hills,26823
2024,Q4,Meghalaya,East Garo Hills,24279
2024,Q4,Meghalaya,West Jaintia Hills,23920
2024,Q4,Meghalaya,South Garo Hills,19117
2024,Q4,Meghalaya,West Khasi Hills,10476
2023,Q2,Meghalaya,East Khasi Hills,129260
2023,Q2,Meghalaya,West Garo Hills,69925
2023,Q2,Meghalaya,Ribhoi,31744
2023,Q2,Meghalaya,East Jaintia Hills,23231
2023,Q2,Meghalaya,West Jaintia Hills,14912
2023,Q2,Meghalaya,North Garo Hills,11135
2023,Q2,Meghalaya,South West Garo Hills,11073
2023,Q2,Meghalaya,East Garo Hills,10727
2023,Q2,Meghalaya,South Garo Hills,9386
2023,Q2,Meghalaya,West Khasi Hills,8423
2023,Q4,Meghalaya,East Khasi Hills,139387
2023,Q4,Meghalaya,West Garo Hills,75911
2023,Q4,Meghalaya,Ribhoi,34488
2023,Q4,Meghalaya,East Jaintia Hills,25185
2023,Q4,Meghalaya,West Jaintia Hills,16280
2023,Q4,Meghalaya,South West Garo Hills,12113
2023,Q4,Meghalaya,North Garo Hills,12086
2023,Q4,Meghalaya,East Garo Hills,11648
2023,Q4,Meghalaya,South Garo Hills,10230
2023,Q4,Meghalaya,West Khasi Hills,9182
2023,Q3,Meghalaya,East Khasi Hills,134378
2023,Q3,Meghalaya,West Garo Hills,73025
2023,Q3,Meghalaya,Ribhoi,33175
2023,Q3,Meghalaya,East Jaintia Hills,24260
2023,Q3,Meghalaya,West Jaintia Hills,15633
2023,Q3,Meghalaya,South West Garo Hills,11626
2023,Q3,Meghalaya,North Garo Hills,11624
2023,Q3,Meghalaya,East Garo Hills,11212
2023,Q3,Meghalaya,South Garo Hills,9809
2023,Q3,Meghalaya,West Khasi Hills,8831
2023,Q1,Meghalaya,East Khasi Hills,124181
2023,Q1,Meghalaya,West Garo Hills,66808
2023,Q1,Meghalaya,Ribhoi,30369
2023,Q1,Meghalaya,East Jaintia Hills,22122
2023,Q1,Meghalaya,West Jaintia Hills,14218
2023,Q1,Meghalaya,North Garo Hills,10580
2023,Q1,Meghalaya,South West Garo Hills,10504
2023,Q1,Meghalaya,East Garo Hills,10235
2023,Q1,Meghalaya,South Garo Hills,8897
2023,Q1,Meghalaya,West Khasi Hills,7981
2022,Q3,Meghalaya,East Khasi Hills,113816
2022,Q3,Meghalaya,West Garo Hills,61273
2022,Q3,Meghalaya,Ribhoi,27844
2022,Q3,Meghalaya,East Jaintia Hills,20320
2022,Q3,Meghalaya,West Jaintia Hills,13176
2022,Q3,Meghalaya,North Garo Hills,9773
2022,Q3,Meghalaya,South West Garo Hills,9735
2022,Q3,Meghalaya,East Garo Hills,9484
2022,Q3,Meghalaya,South Garo Hills,8265
2022,Q3,Meghalaya,West Khasi Hills,7493
2022,Q1,Meghalaya,East Khasi Hills,102838
2022,Q1,Meghalaya,West Garo Hills,55028
2022,Q1,Meghalaya,Ribhoi,25112
2022,Q1,Meghalaya,East Jaintia Hills,18301
2022,Q1,Meghalaya,West Jaintia Hills,11952
2022,Q1,Meghalaya,North Garo Hills,8795
2022,Q1,Meghalaya,South West Garo Hills,8758
2022,Q1,Meghalaya,East Garo Hills,8578
2022,Q1,Meghalaya,South Garo Hills,7508
2022,Q1,Meghalaya,West Khasi Hills,6839
2022,Q4,Meghalaya,East Khasi Hills,118978
2022,Q4,Meghalaya,West Garo Hills,63792
2022,Q4,Meghalaya,Ribhoi,29041
2022,Q4,Meghalaya,East Jaintia Hills,21201
2022,Q4,Meghalaya,West Jaintia Hills,13633
2022,Q4,Meghalaya,North Garo Hills,10145
2022,Q4,Meghalaya,South West Garo Hills,10062
2022,Q4,Meghalaya,East Garo Hills,9846
2022,Q4,Meghalaya,South Garo Hills,8553
2022,Q4,Meghalaya,West Khasi Hills,7705
2022,Q2,Meghalaya,East Khasi Hills,108330
2022,Q2,Meghalaya,West Garo Hills,58178
2022,Q2,Meghalaya,Ribhoi,26541
2022,Q2,Meghalaya,East Jaintia Hills,19314
